FilePath,Severity,Control name,Failed resources,All Resources,Compliance score
path=1697625452/api=apps/v1/monitoring/Deployment/prometheus-blackbox-exporter,Medium,Ingress and Egress blocked,1,1,0
path=1743162068/api=/v1/longhorn-system/ServiceAccount/longhorn-service-account,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2504249075/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=2769220058/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=2355607007/api=apps/v1//DaemonSet/longhorn-nfs-installation,Medium,Ingress and Egress blocked,1,1,0
path=2355607007/api=apps/v1//DaemonSet/longhorn-nfs-installation,High,HostNetwork access,1,1,0
path=3745848954/api=apps/v1/monitoring/Deployment/pyrra-api,Medium,Ingress and Egress blocked,1,1,0
path=4245801878/api=apps/v1//Deployment/redis,Medium,Ingress and Egress blocked,1,1,0
path=2549797567/api=/v1/central-namespace/ServiceAccount/test-service-account,Medium,Automatic mapping of service account,1,1,0
path=3956758553/api=apps/v1/monitoring/Deployment/mysql-exporter,Medium,Ingress and Egress blocked,1,1,0
path=3166609277/api=apps/v1//StatefulSet/zookeeper,Medium,Ingress and Egress blocked,1,1,0
path=149389133/api=apps/v1/longhorn-system/Deployment/longhorn-ui,Medium,Ingress and Egress blocked,1,1,0
path=3572087159/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,Medium,Ingress and Egress blocked,1,1,0
path=618469549/api=/v1/mongodb/ServiceAccount/mongodb-enterprise-appdb,Medium,Automatic mapping of service account,1,1,0
path=39575612/api=apps/v1//Deployment/helloworld-v1,Medium,Ingress and Egress blocked,1,1,0
path=2273690144/api=apps/v1//Deployment/sleep,Medium,Ingress and Egress blocked,1,1,0
path=2575107273/api=batch/v1/kong/Job/kong-migrations,High,Applications credentials in configuration files,1,1,0
path=2575107273/api=batch/v1/kong/Job/kong-migrations,Medium,Ingress and Egress blocked,1,1,0
path=584914311/api=/v1/mongodb/ServiceAccount/mongodb-enterprise-ops-manager,Medium,Automatic mapping of service account,1,1,0
path=972419090/api=/v1//ServiceAccount/litmus-admin,Medium,Automatic mapping of service account,1,1,0
path=3005824021/api=apps/v1/flux-system/Deployment/credentials-sync,Medium,Ingress and Egress blocked,1,1,0
path=4212485188/api=apps/v1/openshift-monitoring/Deployment/pyrra-api,Medium,Ingress and Egress blocked,1,1,0
path=669123636/api=apps/v1//Deployment/frontend,Medium,Ingress and Egress blocked,1,1,0
path=2429974899/api=/v1/kadalu/ServiceAccount/kadalu-operator,Medium,Automatic mapping of service account,1,1,0
path=2558356613/api=apps/v1//DaemonSet/longhorn-cifs-installation,Medium,Ingress and Egress blocked,1,1,0
path=2558356613/api=apps/v1//DaemonSet/longhorn-cifs-installation,High,HostNetwork access,1,1,0
path=3010741840/api=apps/v1//Deployment/mongodb-v1,Medium,Ingress and Egress blocked,1,1,0
path=2859921788/api=apps/v1/sock-shop/Deployment/catalogue,Medium,Ingress and Egress blocked,1,1,0
path=1744916955/api=apps/v1//Deployment/notsleep,Medium,Ingress and Egress blocked,1,1,0
path=2163144698/api=apps/v1/longhorn-system/DaemonSet/longhorn-manager,Medium,Ingress and Egress blocked,1,1,0
path=2410195659/api=apps/v1//Deployment/details-v1,Medium,Ingress and Egress blocked,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2504249075/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=726365914/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=2720350703/api=apps/v1/kube-system/Deployment/calico-kube-controllers,Medium,Ingress and Egress blocked,1,1,0
path=1748573291/api=apps/v1//Deployment/chaos-exporter,Medium,Ingress and Egress blocked,1,1,0
path=334049183/api=apps/v1/default/DaemonSet/kubeshark-worker-daemon-set,Medium,Automatic mapping of service account,1,1,0
path=334049183/api=apps/v1/default/DaemonSet/kubeshark-worker-daemon-set,High,HostNetwork access,1,1,0
path=2105123707/api=/v1/kube-system/ServiceAccount/secrets-store-csi-driver,Medium,Automatic mapping of service account,1,1,0
path=2519495060/api=/v1//ServiceAccount/argo,Medium,Automatic mapping of service account,1,1,0
path=2135088972/api=apps/v1//Deployment/worker,Medium,Ingress and Egress blocked,1,1,0
path=1648972966/api=/v1/flux-system/ServiceAccount/credentials-sync,Medium,Automatic mapping of service account,1,1,0
path=265879406/api=apps/v1//Deployment/tcp-echo-v1,Medium,Ingress and Egress blocked,1,1,0
path=2551429691/api=apps/v1//Deployment/tcp-echo,Medium,Ingress and Egress blocked,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2901551493/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=905549350/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=3990710646/api=apps/v1//Deployment/prometheus-operator,Medium,Ingress and Egress blocked,1,1,0
path=56353231/api=apps/v1//Deployment/helloworld-v2,Medium,Ingress and Egress blocked,1,1,0
path=889435216/api=/v1/metallb-system/ServiceAccount/controller,Medium,Automatic mapping of service account,1,1,0
path=1859421695/api=/v1/istio-system/ServiceAccount/prometheus,Medium,Automatic mapping of service account,1,1,0
path=1292267625/api=apps/v1/litmus/Deployment/litmusportal-server,Medium,Ingress and Egress blocked,1,1,0
path=1292267625/api=apps/v1/litmus/Deployment/litmusportal-server,Medium,Automatic mapping of service account,1,1,0
path=1062529724/api=apps/v1/kuma-system/StatefulSet/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=3115738610/api=/v1/kube-system/ServiceAccount/calico-node,Medium,Automatic mapping of service account,1,1,0
path=985166813/api=apps/v1/monitoring/DaemonSet/node-exporter,Medium,Ingress and Egress blocked,1,1,0
path=985166813/api=apps/v1/monitoring/DaemonSet/node-exporter,High,HostNetwork access,1,1,0
path=985166813/api=apps/v1/monitoring/DaemonSet/node-exporter,Medium,Container hostPort,1,1,0
path=2284332167/api=/v1/flux-system/ServiceAccount/credentials-sync,Medium,Automatic mapping of service account,1,1,0
path=1445698157/api=apps/v1//StatefulSet/nacos,Medium,Ingress and Egress blocked,1,1,0
path=2733560597/api=apps/v1//Deployment/nginx-deployment,Medium,Ingress and Egress blocked,1,1,0
path=4009630832/api=/v1/member-namespace/ServiceAccount/test-service-account,Medium,Automatic mapping of service account,1,1,0
path=3719614779/api=apps/v1/system/Deployment/controller-manager,Medium,Ingress and Egress blocked,1,1,0
path=739538512/api=apps/v1//Deployment/reviews-v2,Medium,Ingress and Egress blocked,1,1,0
path=1043773886/api=apps/v1/default/Deployment/longhorn-test-cifs,Medium,Ingress and Egress blocked,1,1,0
path=4044126072/api=apps/v1/monitoring/DaemonSet/node-exporter,Medium,Ingress and Egress blocked,1,1,0
path=4044126072/api=apps/v1/monitoring/DaemonSet/node-exporter,High,HostNetwork access,1,1,0
path=4044126072/api=apps/v1/monitoring/DaemonSet/node-exporter,Medium,Container hostPort,1,1,0
path=4078624024/api=/v1/kadalu/ServiceAccount/kadalu-csi-nodeplugin,Medium,Automatic mapping of service account,1,1,0
path=550196353/api=apps/v1//Deployment/mysqldb-v1,Medium,Ingress and Egress blocked,1,1,0
path=3877741242/api=/v1/deviceshifu/ServiceAccount/edgedevice-sa,Medium,Automatic mapping of service account,1,1,0
path=125608594/api=apps/v1/monitoring/Deployment/prometheus-deployment,Medium,Ingress and Egress blocked,1,1,0
path=4127074165/api=/v1/member-namespace/ServiceAccount/mongodb-enterprise-appdb,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=2161478986/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller/path=520872017/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller,Medium,Administrative Roles,1,1,0
path=1273237947/api=apps/v1//Deployment/redis,Medium,Ingress and Egress blocked,1,1,0
path=809150200/api=apps/v1//Deployment/chaos-operator-ce,Medium,Ingress and Egress blocked,1,1,0
path=3104692136/api=/v1/member-namespace/ServiceAccount/mongodb-enterprise-appdb,Medium,Automatic mapping of service account,1,1,0
/argocd/ServiceAccount/argocd-application-controller/path=1596460488/api=rbac.authorization.k8s.io/v1//ClusterRole/argocd-application-controller/path=726365914/api=rbac.authorization.k8s.io/v1//ClusterRoleBinding/argocd-application-controller,Medium,Administrative Roles,1,1,0
